group,score,label
asian,30.5,1
asian,30.5,0
asian,30.5,0
asian,30.5,1
asian,30.5,0
asian,30.5,1
asian,31.0,1
asian,31.0,1
asian,31.0,1
asian,31.0,1
asian,31.0,0
asian,31.0,0
asian,31.0,1
asian,31.0,1
asian,31.0,1
asian,31.0,1
asian,31.0,0
asian,31.0,0
asian,31.0,0
asian,31.0,1
asian,31.0,1
asian,31.0,1
asian,31.5,1
asian,31.5,0
asian,31.5,0
asian,31.5,0
asian,31.5,0
asian,31.5,1
asian,32.0,1
asian,32.0,1
asian,32.0,1
asian,32.0,0
asian,32.0,1
asian,32.0,1
asian,32.0,1
asian,32.5,1
asian,32.5,0
asian,32.5,0
asian,32.5,1
asian,32.5,1
asian,32.5,0
asian,32.5,1
asian,32.5,1
asian,32.5,1
asian,32.5,1
asian,32.5,1
asian,33.0,1
asian,33.0,1
asian,33.0,1
asian,33.0,1
asian,33.0,0
asian,33.0,1
asian,33.0,1
asian,33.0,0
asian,33.5,1
asian,33.5,1
asian,33.5,1
asian,33.5,0
asian,33.5,1
asian,33.5,1
asian,33.5,1
asian,33.5,1
asian,33.5,1
asian,34.0,0
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,0
asian,34.0,1
asian,34.0,0
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,0
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.0,1
asian,34.5,0
asian,34.5,1
asian,34.5,1
asian,34.5,1
asian,34.5,1
asian,34.5,0
asian,34.5,1
asian,34.5,1
asian,35.0,1
asian,35.0,1
asian,35.0,1
asian,35.0,0
asian,35.0,0
asian,35.0,1
asian,35.0,1
asian,35.0,0
asian,35.0,1
asian,35.0,0
asian,35.0,0
asian,35.0,1
asian,35.0,1
asian,35.0,1
asian,35.0,1
asian,35.5,1
asian,35.5,1
asian,35.5,0
asian,35.5,1
asian,35.5,1
asian,35.5,1
asian,36.0,1
asian,36.0,1
asian,36.0,0
asian,36.0,0
asian,36.0,1
asian,36.0,1
asian,36.0,1
asian,36.0,1
asian,36.0,1
asian,36.0,1
asian,36.0,0
asian,36.0,1
asian,36.0,1
asian,36.0,0
asian,36.0,1
asian,36.0,1
asian,36.0,1
asian,36.0,1
asian,36.0,0
asian,36.0,1
asian,36.0,1
asian,36.5,1
asian,36.5,0
asian,36.5,1
asian,36.5,1
asian,36.5,1
asian,36.5,0
asian,36.5,1
asian,36.5,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,1
asian,37.0,0
asian,37.0,1
asian,37.0,1
asian,37.5,1
asian,37.5,1
asian,37.5,1
asian,37.5,1
asian,37.5,1
asian,38.0,1
asian,38.0,1
asian,38.0,0
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,0
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,0
asian,38.0,1
asian,38.0,1
asian,38.0,0
asian,38.0,1
asian,38.0,0
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.0,1
asian,38.5,1
asian,38.5,0
asian,38.5,1
asian,38.5,1
asian,39.0,1
asian,39.0,1
asian,39.0,0
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,0
asian,39.0,1
asian,39.0,1
asian,39.0,1
asian,39.0,0
asian,39.0,0
asian,39.0,1
asian,39.5,0
asian,39.5,1
asian,40.0,1
asian,40.0,1
asian,40.0,1
asian,40.0,1
asian,40.0,1
asian,40.0,0
asian,40.0,1
asian,40.0,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,1
asian,40.5,0
asian,40.5,1
asian,40.5,0
asian,40.5,1
asian,41.0,0
asian,41.0,0
asian,41.0,1
asian,41.0,1
asian,41.0,1
asian,41.0,1
asian,41.0,1
asian,41.0,1
asian,41.0,1
asian,41.5,1
asian,41.5,1
asian,41.5,1
asian,41.5,1
asian,41.5,1
asian,41.5,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,0
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.0,1
asian,42.5,1
asian,42.5,0
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,42.5,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,0
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.0,1
asian,43.5,1
asian,43.5,1
asian,43.5,1
asian,43.5,1
asian,43.5,1
asian,43.5,0
asian,43.5,1
asian,43.5,1
asian,43.5,1
asian,43.5,1
asian,43.5,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.0,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,44.5,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.0,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,1
asian,45.5,0
asian,45.5,1
asian,45.5,0
asian,45.5,1
asian,46.0,1
asian,46.0,1
asian,46.0,0
asian,46.0,0
asian,46.0,1
asian,46.0,0
asian,46.0,1
asian,46.0,1
asian,46.0,1
asian,46.5,0
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,46.5,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,0
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,0
asian,47.0,1
asian,47.0,0
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,0
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.0,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,47.5,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,1
asian,48.0,0
asian,48.0,1
asian,48.0,1
asian,48.5,1
asian,48.5,1
asian,48.5,1
asian,48.5,1
asian,48.5,1
asian,48.5,1
asian,48.5,0
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,0
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.0,1
asian,49.5,0
asian,49.5,1
asian,49.5,1
asian,49.5,0
asian,49.5,1
asian,49.5,1
asian,49.5,1
asian,49.5,1
asian,49.5,1
asian,49.5,0
asian,49.5,1
asian,49.5,1
asian,50.0,1
asian,50.0,1
asian,50.0,0
asian,50.0,1
asian,50.0,0
asian,50.0,1
asian,50.0,1
asian,50.0,1
asian,50.0,1
asian,50.0,1
asian,50.0,1
asian,50.0,0
asian,50.5,0
asian,50.5,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,1
asian,51.0,0
asian,51.0,1
asian,51.0,1
asian,51.0,0
asian,51.0,1
asian,51.5,1
asian,51.5,1
asian,51.5,1
asian,51.5,1
asian,51.5,1
asian,51.5,1
asian,51.5,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.0,1
asian,52.5,0
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,1
asian,52.5,0
asian,52.5,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.0,0
asian,53.0,1
asian,53.0,1
asian,53.0,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,0
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,0
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,53.5,0
asian,53.5,1
asian,53.5,1
asian,53.5,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.0,1
asian,54.5,1
asian,54.5,1
asian,54.5,0
asian,54.5,1
asian,54.5,1
asian,54.5,1
asian,54.5,1
asian,54.5,1
asian,54.5,1
asian,54.5,1
asian,54.5,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.0,1
asian,55.5,1
asian,55.5,1
asian,55.5,1
asian,55.5,1
asian,55.5,1
asian,55.5,1
asian,56.0,0
asian,56.0,1
asian,56.0,0
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.0,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,56.5,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,0
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,0
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.0,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,0
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,57.5,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.0,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,1
asian,58.5,0
asian,58.5,1
asian,58.5,0
asian,58.5,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.0,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,59.5,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,0
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,0
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.0,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,60.5,1
asian,61.0,1
asian,61.0,1
asian,61.0,1
asian,61.0,1
asian,61.0,1
asian,61.0,1
asian,61.0,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,0
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,0
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,61.5,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.0,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,0
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,1
asian,62.5,0
asian,63.0,1
asian,63.0,1
asian,63.0,1
asian,63.0,1
asian,63.0,1
asian,63.0,1
asian,63.0,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,63.5,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.0,1
asian,64.5,1
asian,64.5,1
asian,64.5,1
asian,64.5,1
asian,64.5,1
asian,64.5,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,0
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.0,1
asian,65.5,1
asian,65.5,1
asian,65.5,1
asian,65.5,1
asian,65.5,1
asian,65.5,1
asian,65.5,0
asian,65.5,0
asian,65.5,1
asian,65.5,1
asian,65.5,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,1
asian,66.0,0
asian,66.0,1
asian,66.0,1
asian,66.0,0
asian,66.0,1
asian,66.0,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,0
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,66.5,1
asian,67.0,1
asian,67.0,1
asian,67.0,1
asian,67.0,1
asian,67.0,1
asian,67.0,1
asian,67.0,1
asian,67.0,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,67.5,1
asian,68.0,1
asian,68.0,1
asian,68.0,1
asian,68.0,1
asian,68.0,1
asian,68.0,1
asian,68.0,1
asian,68.0,1
asian,68.5,1
asian,68.5,1
asian,68.5,1
asian,68.5,1
asian,68.5,1
asian,68.5,1
asian,69.0,0
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,0
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.0,1
asian,69.5,1
asian,69.5,1
asian,69.5,1
asian,69.5,1
asian,69.5,1
asian,69.5,1
asian,69.5,1
asian,69.5,1
asian,70.0,1
asian,70.0,1
asian,70.0,1
asian,70.0,1
asian,70.0,1
asian,70.0,1
asian,70.0,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,70.5,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.0,1
asian,71.5,1
asian,71.5,1
asian,71.5,1
asian,71.5,1
asian,71.5,1
asian,71.5,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,1
asian,72.0,0
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,0
asian,72.5,1
asian,72.5,0
asian,72.5,1
asian,72.5,1
asian,72.5,0
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,0
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
asian,72.5,1
